round	value	daily_double	category	comments	answer	question	air_date	notes
2	600	no	MUSICAL THEATRE	-	1992's "Hello Muddah, Hello Fadduh!" was inspired by the comic songs of this man	Allan Sherman	1995-07-07	-
2	1000	no	MUSICAL THEATRE	-	\"Cabaret" was based partly on this 1951 play by John Van Druten	I Am a Camera	1995-07-07	-
2	600	no	MIDDLE INITIAL C.	-	This father of Andrew Wyeth illustrated more than 20 juvenile classics, including "Treasure Island\"	N.C. Wyeth	1995-07-07	-
2	800	no	MIDDLE INITIAL C.	-	Born in South Carolina in 1782, he was known as a "war hawk" because he supported the War of 1812	John C. Calhoun	1995-07-07	-
2	1000	no	MIDDLE INITIAL C.	-	When the parents of this "pathfinder" ran off together, his mother was still legally married to another man	John C. Fremont	1995-07-07	-
3	0	no	NOTORIOUS	-	Oscar Collazo, serving a life sentence for his assassination attempt on this president, was released in 1979	Harry Truman	1995-07-07	-
1	100	no	ZOOLOGY	-	One species of this "reclusive" crab lives in sections of old bamboo cane	the hermit crab	1995-07-20	1995 Seniors Tournament final game 1.
1	200	no	ZOOLOGY	-	On average this breed of goat yield about 8 pounds of mohair each year	the angora goat	1995-07-20	1995 Seniors Tournament final game 1.
1	300	no	ZOOLOGY	-	Anteaters feed almost entirely on ants & these insects	termites	1995-07-20	1995 Seniors Tournament final game 1.
1	400	no	ZOOLOGY	-	The demise of Australia's Tasmanian wolf has been blamed on this wild dog	the dingo	1995-07-20	1995 Seniors Tournament final game 1.
1	500	no	ZOOLOGY	-	The eggs of this large flightless South American bird can weigh up to 2 pound	the rhea	1995-07-20	1995 Seniors Tournament final game 1.
1	100	no	SPORTS	-	In the 1980s Debi Thomas won 2 U.S. Championships & 1 world title in this sport	ice skating	1995-07-20	1995 Seniors Tournament final game 1.
1	200	no	SPORTS	-	Before moving to Candlestick Park in 1960, this NL baseball team played its home games at Seals Stadium	San Francisco Giants	1995-07-20	1995 Seniors Tournament final game 1.
1	300	no	SPORTS	-	With 88, Kathy Whitworth leads all men & women in tournament wins in this sport	golf	1995-07-20	1995 Seniors Tournament final game 1.
1	400	no	SPORTS	-	In 1986 9-year-old Marc Behan became the youngest ever to win this annual race in Akron, Ohio	the Soap Box Derby	1995-07-20	1995 Seniors Tournament final game 1.
1	500	no	SPORTS	-	In 1912 & 1920 Hall of Famer Duke Kahahamoku won Olympic gold medals in this sport	swimming	1995-07-20	1995 Seniors Tournament final game 1.
1	100	no	AMERICANA	-	Unofficially, it's the "Everglade State\"	Florida	1995-07-20	1995 Seniors Tournament final game 1.
1	200	no	AMERICANA	-	Look for Buffalo Bill's grave atop Lookout Mountain near Golden in this state	Colorado	1995-07-20	1995 Seniors Tournament final game 1.
1	300	no	AMERICANA	-	It's state tree is the Black Hills spruce	South Dakota	1995-07-20	1995 Seniors Tournament final game 1.
1	400	no	AMERICANA	-	Historic lodgings in this state include the Old Riverton Inn, the Old Lyme Inn & the Old Mystic Inn	Connecticut	1995-07-20	1995 Seniors Tournament final game 1.
1	500	no	AMERICANA	-	1636, the date on Rhode Island's state seal, is the year he founded Providence	Roger WIlliams	1995-07-20	1995 Seniors Tournament final game 1.
1	100	no	FOOD & DRINK	-	These found on the east coast include the Cape Cod, Lynnhaven & Bluepoint	oysters	1995-07-20	1995 Seniors Tournament final game 1.
1	200	no	FOOD & DRINK	-	Course for which you'd serve trifle	dessert	1995-07-20	1995 Seniors Tournament final game 1.
1	300	no	FOOD & DRINK	-	19th century English doctor whose "steak" is a broiled ground beef patty with onions & seasonings	Salisbury	1995-07-20	1995 Seniors Tournament final game 1.
1	400	no	FOOD & DRINK	-	This naturally effervescent water is named for a German town	seltzer (water)	1995-07-20	1995 Seniors Tournament final game 1.
1	500	no	FOOD & DRINK	-	Sercial is the driest type of this wine named for a Portuguese island	Madeira	1995-07-20	1995 Seniors Tournament final game 1.
1	100	no	BRITISH HISTORY	-	With some reluctance, Thomas Becket became Archbishop of this in 1162	Canterbury	1995-07-20	1995 Seniors Tournament final game 1.
1	200	no	BRITISH HISTORY	-	Sir Robert Walpole was the first prime minister to live at this London address	10 Downing Street	1995-07-20	1995 Seniors Tournament final game 1.
1	300	no	BRITISH HISTORY	-	Robert Catesby was the chief conspirator in this 1605 plot to blow up the Houses of Parliament	the Gunpowder Plot	1995-07-20	1995 Seniors Tournament final game 1.
1	1000	yes	BRITISH HISTORY	-	During the siege of a castle in 1199, this courageous king was struck by an arrow & died	Richard the Lionhearted	1995-07-20	1995 Seniors Tournament final game 1.
1	500	no	BRITISH HISTORY	-	In 1719 the Royal Academy of Music was founded with this German composer as its director	Handel	1995-07-20	1995 Seniors Tournament final game 1.
1	100	no	ABBREVIATIONS	-	A popular play may be SRO, meaning this	standing room only	1995-07-20	1995 Seniors Tournament final game 1.
1	200	no	ABBREVIATIONS	-	Financially speaking, AMEX is this stock exchange	the American Exchange	1995-07-20	1995 Seniors Tournament final game 1.
1	300	no	ABBREVIATIONS	-	When an application form wants your YOB, it's asking for this	year of birth	1995-07-20	1995 Seniors Tournament final game 1.
1	400	no	ABBREVIATIONS	-	Frl. is this German title corresponding to our Miss	fraulein	1995-07-20	1995 Seniors Tournament final game 1.
1	500	no	ABBREVIATIONS	-	ob. can stand for obstetric or for this musical instrument	an oboe	1995-07-20	1995 Seniors Tournament final game 1.
2	200	no	SHAKESPEAREAN ACTORS	-	In 1951 Orson Welles went to London to portray this tragic Moor	Othello	1995-07-20	1995 Seniors Tournament final game 1.
2	400	no	SHAKESPEAREAN ACTORS	-	At Elsinore in 1937 Vivien Leigh played this role opposite Laurence Olivier's Hamlet	Ophelia	1995-07-20	1995 Seniors Tournament final game 1.
2	600	no	SHAKESPEAREAN ACTORS	-	In a 1977 production of "A Midsummer Night's Dream", Maggie Smith doubled as Hippolyta & this fairy queen	Titania	1995-07-20	1995 Seniors Tournament final game 1.
2	800	no	SHAKESPEAREAN ACTORS	-	Jack Palance had "a lean and hungry look" when he played this role in "Julius Caesar" in 1955	Cassius	1995-07-20	1995 Seniors Tournament final game 1.
2	1000	no	SHAKESPEAREAN ACTORS	-	Diana Rigg & Vanessa Redgrave have both played Viola in this comedy named for a holiday	Twelfth Night	1995-07-20	1995 Seniors Tournament final game 1.
2	200	no	ARCHITECTURE	-	The lancet style of these glass structures is tall, thin & pointed	windows	1995-07-20	1995 Seniors Tournament final game 1.
2	400	no	ARCHITECTURE	-	A campanile, which is often freestanding, is this kind of tower	a bell tower	1995-07-20	1995 Seniors Tournament final game 1.
2	800	yes	ARCHITECTURE	-	From the Latin for "sun", it's a glass-enclosed room or porch that's exposed to the Sun	a solarium	1995-07-20	1995 Seniors Tournament final game 1.
2	800	no	ARCHITECTURE	-	Many of his best designs, like Fallingwater & the Guggenheim were based on forms found in nature	(Frank Lloyd) Wright	1995-07-20	1995 Seniors Tournament final game 1.
2	1000	no	ARCHITECTURE	-	This Moorish palace complex in Granada is known for its delicate marble columns & ornamentation	the Alhambra	1995-07-20	1995 Seniors Tournament final game 1.
2	200	no	BODIES OF WATER	-	The shortest distance across this ocean is between Senegal in Africa & Brazil	the Atlantic	1995-07-20	1995 Seniors Tournament final game 1.
2	400	no	BODIES OF WATER	-	This resort lake on the California-Nevada border was discovered by John C. Fremont in 1844	Lake Tahoe	1995-07-20	1995 Seniors Tournament final game 1.
2	600	no	BODIES OF WATER	-	This longest river of southeast Asia enters the South China Sea south of Ho Chi Minh City	the Mekong	1995-07-20	1995 Seniors Tournament final game 1.
2	800	no	BODIES OF WATER	-	The Yukon River empties into this sea at Norton Sound	the Bering Sea	1995-07-20	1995 Seniors Tournament final game 1.
2	1200	yes	BODIES OF WATER	-	Noted for its salt deposits, the Kara-Bogaz-Gol Gulf in Turkmenistan is an arm of this sea	the Caspian Sea	1995-07-20	1995 Seniors Tournament final game 1.
2	200	no	MUSIC	-	A composition of several restatements of a theme; famous ones are the "Enigma" & "Goldberg\"	variations	1995-07-20	1995 Seniors Tournament final game 1.
2	400	no	MUSIC	-	Precursor to the opera buffa, the intermezzo was a comic opera performed at these times	intermission	1995-07-20	1995 Seniors Tournament final game 1.
2	600	no	MUSIC	-	He co-owned a Memphis publishing firm that published his "St. Louis Blues" but not his "Memphis Blues\"	(W.C.) Handy	1995-07-20	1995 Seniors Tournament final game 1.
2	800	no	MUSIC	-	The Spoleto Festival U.S.A. was founded by this "Amahl and the Night Visitors" composer	(Gian Carlo) Menotti	1995-07-20	1995 Seniors Tournament final game 1.
2	1000	no	MUSIC	-	This Respighi work is about those of Vale Giulia, Tritone, Trevi & Villa Medici	\"The Fountains of Rome\"	1995-07-20	1995 Seniors Tournament final game 1.
2	200	no	20th CENTURY WRITERS	-	During WWII this author of 'The Naked and the Dead" was an infantry rifleman	Norman Mailer	1995-07-20	1995 Seniors Tournament final game 1.
2	400	no	20th CENTURY WRITERS	-	In 1965 he was overheard telling mafia stories & was offered $5,000 for a book about the underworld	(Mario) Puzo	1995-07-20	1995 Seniors Tournament final game 1.
2	600	no	20th CENTURY WRITERS	-	His "The Carpetbaggers" has gone through over 80 printings, selling over 10 million copies	(Harold) Robbins	1995-07-20	1995 Seniors Tournament final game 1.
2	800	no	20th CENTURY WRITERS	-	This author of "North and South" wrote the lyrics to the 1970 musical comedy "Dracula, Baby\"	John Jakes	1995-07-20	1995 Seniors Tournament final game 1.
2	1000	no	20th CENTURY WRITERS	-	As of 1994, 5 of his novels had been filmed, 4 with Helena Bonham Carter, including "A Room with a View\"	(E.M.) Forster	1995-07-20	1995 Seniors Tournament final game 1.
2	200	no	HOMOPHONES	-	Saintly, like Swiss cheese	holy (holey)	1995-07-20	1995 Seniors Tournament final game 1.
2	400	no	HOMOPHONES	-	Enthralled, or covered with paper	rapt (wrapped)	1995-07-20	1995 Seniors Tournament final game 1.
2	600	no	HOMOPHONES	-	A French cooking thickener, or a French street	roux (rue)	1995-07-20	1995 Seniors Tournament final game 1.
2	800	no	HOMOPHONES	-	A subterranean dwarf in folklore, or a port city on the Seward peninsula	gnome (Nome)	1995-07-20	1995 Seniors Tournament final game 1.
2	1000	no	HOMOPHONES	-	A twilled smooth suit fabric, or to rise like a wave	serge (surge)	1995-07-20	1995 Seniors Tournament final game 1.
3	0	no	U.S. PRESIDENTS	-	1 of 2 presidents who had military service in 4 wars	(1 of) Andrew Jackson or Zachary Taylor	1995-07-20	1995 Seniors Tournament final game 1.
1	100	no	DOGS	-	The coat of this tiny Mexican dog ranges from snow white to jet black	chihuahua	1995-07-21	1995 Seniors Tournament final game 2.
1	200	no	DOGS	-	The Airedale type of this dog was among the first breeds used by the German & British police	the terrier	1995-07-21	1995 Seniors Tournament final game 2.
1	300	no	DOGS	-	The bearded breed of this dog resembles the Old English Sheepdog	the collie	1995-07-21	1995 Seniors Tournament final game 2.
1	400	no	DOGS	-	Mentioned in a famous speech, Richard Nixon's dog Checkers was this breed of dog	a cocker spaniel	1995-07-21	1995 Seniors Tournament final game 2.
1	500	no	DOGS	-	This Chinese dog with wrinkled skin has been recognized by the AKC only since 1992	the Shar-Pei	1995-07-21	1995 Seniors Tournament final game 2.
1	100	no	MGM MUSICALS	-	In 1994 MGM released its third film in this series featuring clips of classic musicals	That's Entertainment	1995-07-21	1995 Seniors Tournament final game 2.
1	200	no	MGM MUSICALS	-	Shirley Temple was the first choice to star in this 1939 musical but Judy Garland got the part	The Wizard of Oz	1995-07-21	1995 Seniors Tournament final game 2.
1	300	no	MGM MUSICALS	-	Donald O'Connor also made a splash in this 1952 musical singing "Make 'Em Laugh\"	Singin' in the Rain	1995-07-21	1995 Seniors Tournament final game 2.
1	400	no	MGM MUSICALS	-	The 3 sailors "On the Town" were Jules Munshin, Gene Kelly & this man	Frank Sinatra	1995-07-21	1995 Seniors Tournament final game 2.
1	500	no	MGM MUSICALS	-	In "Good News" June Allyson & Peter Lawford went "down on the heels, up on the toes" to do this	the Varsity Drag	1995-07-21	1995 Seniors Tournament final game 2.
1	100	no	FIRST LADIES	-	On Oct. 20, 1968 this former first lady married Aristotle Onassis on Skorpios, Greece	Jackie Kennedy	1995-07-21	1995 Seniors Tournament final game 2.
1	200	no	FIRST LADIES	-	While a U.S. senator, Harry Truman put her on his staff	Bess Truman	1995-07-21	1995 Seniors Tournament final game 2.
1	300	no	FIRST LADIES	-	You can visit the birthplace of this 1950s first lady in Boone, Iowa	Mamie Eisenhower	1995-07-21	1995 Seniors Tournament final game 2.
1	400	no	FIRST LADIES	-	She was a delegate to the U.N. twice, 1945-1952 & 1961-1962	Eleanor Roosevelt	1995-07-21	1995 Seniors Tournament final game 2.
1	1000	yes	FIRST LADIES	-	This first lady was the only woman Geology major in Stanford's Class of '98	Mrs. Hoover	1995-07-21	1995 Seniors Tournament final game 2.
1	100	no	MEDICINE	-	The inflammation of its inner lining is called endocarditis	the heart	1995-07-21	1995 Seniors Tournament final game 2.
1	200	no	MEDICINE	-	This habit is the main cause of chronic bronchitis	smoking	1995-07-21	1995 Seniors Tournament final game 2.
1	300	no	MEDICINE	-	This disease is also known as cancer of the blood	leukemia	1995-07-21	1995 Seniors Tournament final game 2.
1	400	no	MEDICINE	-	Term for cutting through the neck into the windpipe to open a breathing passage	a tracheotomy	1995-07-21	1995 Seniors Tournament final game 2.
1	500	no	MEDICINE	-	This type of bacteria found in chicken & eggs was named for the veterinarian who discovered it	Salmonella	1995-07-21	1995 Seniors Tournament final game 2.
1	100	no	STATE CAPITALS	-	Technically, it covers the entire island of Oahu	Honolulu	1995-07-21	1995 Seniors Tournament final game 2.
1	200	no	STATE CAPITALS	-	It's not only "the Mile High City", but the "Queen City of the Rockies\"	Denver	1995-07-21	1995 Seniors Tournament final game 2.
1	300	no	STATE CAPITALS	-	Built in 1735, the Old Treasury in this capital city is the oldest extant public building in Maryland	Annapolis	1995-07-21	1995 Seniors Tournament final game 2.
1	400	no	STATE CAPITALS	-	Revolutionary War veteran Col. Jacob Davis named this Vermont capital after a French City	Montpelier	1995-07-21	1995 Seniors Tournament final game 2.
1	500	no	STATE CAPITALS	-	It's home to the Milton S. Hershey Medical Center	Harrisburg (Pennsylvania)	1995-07-21	1995 Seniors Tournament final game 2.
1	100	no	5-LETTER WORDS	-	\"Mythological" name for a book of maps	an atlas	1995-07-21	1995 Seniors Tournament final game 2.
1	200	no	5-LETTER WORDS	-	It's a tie score of 40 each in tennis, or a two in a deck of cards	a deuce	1995-07-21	1995 Seniors Tournament final game 2.
1	300	no	5-LETTER WORDS	-	Rather than a full-length fur coat, it's a fur wrap worn around the shoulders	a stole	1995-07-21	1995 Seniors Tournament final game 2.
1	400	no	5-LETTER WORDS	-	It means to soak or infuse in a usually hot liquid, as with tea leaves or fruit	steep	1995-07-21	1995 Seniors Tournament final game 2.
1	500	no	5-LETTER WORDS	-	According to a Biblical proverb, "Before" this "is humility\"	honor	1995-07-21	1995 Seniors Tournament final game 2.
2	200	no	1800	-	In 1800 Congress moved to Washington, D.C. from this city	Philadelphia	1995-07-21	1995 Seniors Tournament final game 2.
2	400	no	1800	-	In 1800 Massachusetts became the first state to require voters to this before voting	register	1995-07-21	1995 Seniors Tournament final game 2.
2	600	no	1800	-	Gustav IV Adolph was crowned king of this country in 1800	Sweden	1995-07-21	1995 Seniors Tournament final game 2.
2	800	no	1800	-	The Act of Union in 1800 combined Great Britain with this country	Ireland	1995-07-21	1995 Seniors Tournament final game 2.
